CNN,STREET,ST_TYPE,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
12214000,STOCKTON,ST,UNION ST,FILBERT ST,0,,,,,,,,"MULTILINESTRING ((-122.40918 37.80044, -122.409355 37.801365))"
12206000,STOCKTON,ST,WASHINGTON ST,JACKSON ST,0,,,,,,,,"MULTILINESTRING ((-122.408066 37.794937, -122.40824 37.79582))"
12215000,STOCKTON,ST,FILBERT ST,GREENWICH ST,0,,,,,,,,"MULTILINESTRING ((-122.409355 37.801365, -122.409546 37.802296))"
12213000,STOCKTON,ST,GREEN ST,UNION ST,0,,,,,,,,"MULTILINESTRING ((-122.409004 37.799484, -122.40918 37.80044))"
12195000,STOCKTON,ST,O'FARRELL ST,GEARY ST,0,,,,,,,,"MULTILINESTRING ((-122.40639 37.78661, -122.40658 37.787563))"
12199000,STOCKTON,ST,CAMPTON PL,SUTTER ST,0,,,,,,,,"MULTILINESTRING ((-122.40685 37.788982, -122.406944 37.78943))"
12204000,STOCKTON,ST,SACRAMENTO ST,CLAY ST,0,,,,,,,,"MULTILINESTRING ((-122.407715 37.793175, -122.40789 37.794056))"
12208000,STOCKTON,ST,PACIFIC AVE,STARK ST,0,,,,,,,,"MULTILINESTRING ((-122.40842 37.7967, -122.40855 37.79732))"
12203000,STOCKTON,ST,CALIFORNIA ST,END: 700-767 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.40751 37.792248, -122.4076 37.792725))"
12209000,STOCKTON,ST,STARK ST,BROADWAY,0,,,,,,,,"MULTILINESTRING ((-122.40855 37.79732, -122.40861 37.797623))"
12205000,STOCKTON,ST,CLAY ST,WASHINGTON ST,0,,,,,,,,"MULTILINESTRING ((-122.40789 37.794056, -122.408066 37.794937))"
12207000,STOCKTON,ST,JACKSON ST,PACIFIC AVE,0,,,,,,,,"MULTILINESTRING ((-122.40824 37.79582, -122.40842 37.7967))"
12198000,STOCKTON,ST,POST ST,CAMPTON PL,0,,,,,,,,"MULTILINESTRING ((-122.40676 37.788494, -122.40685 37.788982))"
12221000,STOCKTON,ST,FRANCISCO ST,BAY ST,0,,,,,,,,"MULTILINESTRING ((-122.41011 37.80509, -122.4103 37.806023))"
12201000,STOCKTON,ST,EMMA ST,PINE ST,0,,,,,,,,"MULTILINESTRING ((-122.40719 37.790688, -122.40731 37.791294))"
12219000,STOCKTON,ST,CHESTNUT ST,PFEIFFER ST,0,,,,,,,,"MULTILINESTRING ((-122.40992 37.80416, -122.41002 37.804626))"
12200000,STOCKTON,ST,BUSH ST,EMMA ST,0,,,,,,,,"MULTILINESTRING ((-122.40712 37.790363, -122.40719 37.790688))"
12196000,STOCKTON,ST,GEARY ST,MAIDEN LN,0,,,,,,,,"MULTILINESTRING ((-122.40658 37.787563, -122.40667 37.78803))"
12194000,STOCKTON,ST,MARKET ST,O'FARRELL ST,0,,,,,,,,"MULTILINESTRING ((-122.405815 37.78574, -122.40621 37.785748, -122.40639 37.78661))"
12197000,STOCKTON,ST,MAIDEN LN,POST ST,0,,,,,,,,"MULTILINESTRING ((-122.40667 37.78803, -122.40676 37.788494))"
12224000,STOCKTON,ST,BEACH ST,END: 2400-2499 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.410675 37.807888, -122.41073 37.80814))"
12223000,STOCKTON,ST,NORTH POINT ST,BEACH ST,0,,,,,,,,"MULTILINESTRING ((-122.410484 37.806957, -122.410675 37.807888))"
12210000,STOCKTON,ST,BROADWAY,VALLEJO ST,0,,,,,,,,"MULTILINESTRING ((-122.40861 37.797623, -122.4088 37.798565))"
12211000,STOCKTON,ST,VALLEJO ST,CARD ALY,0,,,,,,,,"MULTILINESTRING ((-122.4088 37.798565, -122.4089 37.79903))"
12222000,STOCKTON,ST,BAY ST,NORTH POINT ST,0,,,,,,,,"MULTILINESTRING ((-122.4103 37.806023, -122.410484 37.806957))"
12225000,STOCKTON,TUNL,SUTTER ST,SACRAMENTO ST,0,,,,,,,,"MULTILINESTRING ((-122.406944 37.78943, -122.407135 37.79036, -122.407326 37.79129, -122.407524 37.792244, -122.407715 37.793175))"
12202000,STOCKTON,ST,PINE ST,CALIFORNIA ST,0,,,,,,,,"MULTILINESTRING ((-122.40731 37.791294, -122.40751 37.792248))"
12218000,STOCKTON,ST,FIELDING ST,CHESTNUT ST,0,,,,,,,,"MULTILINESTRING ((-122.409836 37.80372, -122.40992 37.80416))"
12217000,STOCKTON,ST,LOMBARD ST,FIELDING ST,0,,,,,,,,"MULTILINESTRING ((-122.40974 37.80323, -122.409836 37.80372))"
19727000,STONE,ST,STOREY AVE,LINCOLN BLVD,0,,,,,,,,"MULTILINESTRING ((-122.47468 37.804043, -122.47485 37.804024, -122.47503 37.803993, -122.47519 37.803944, -122.47529 37.803875, -122.47568 37.803856))"
12226000,STONE,ST,WASHINGTON ST,JACKSON ST,0,,,,,,,,"MULTILINESTRING ((-122.40915 37.794804, -122.40933 37.79568))"
12230000,STONECREST,DR,WINSTON DR,BROADMOOR DR,0,,,,,,,,"MULTILINESTRING ((-122.47422 37.726883, -122.47416 37.72607, -122.47419 37.725574, -122.474205 37.72538, -122.47406 37.725292, -122.473434 37.725334, -122.47328 37.725407))"
12227000,STONECREST,DR,JUNIPERO SERRA BLVD,JUNIPERO SERRA BLVD,0,,,,,,,,"MULTILINESTRING ((-122.47204 37.728798, -122.472244 37.728806))"
12229000,STONECREST,DR,BROADMOOR DR,WINSTON DR,0,,,,,,,,"MULTILINESTRING ((-122.47315 37.72861, -122.47363 37.728573, -122.47396 37.72856, -122.474045 37.72849, -122.47406 37.727924, -122.47418 37.7273, -122.47422 37.726883))"
12228000,STONECREST,DR,JUNIPERO SERRA BLVD,BROADMOOR DR,0,,,,,,,,"MULTILINESTRING ((-122.472244 37.728806, -122.4725 37.728817, -122.4729 37.728775, -122.47315 37.72861))"
12231000,STONECREST,DR,BROADMOOR DR,JUNIPERO SERRA BLVD,0,,,,,,,,"MULTILINESTRING ((-122.47328 37.725407, -122.47284 37.725494, -122.47264 37.72553, -122.47244 37.725544))"
12232000,STONEMAN,ST,FOLSOM ST,MANCHESTER ST,0,,,,,,,,"MULTILINESTRING ((-122.41336 37.745144, -122.41416 37.74509))"
12233000,STONEMAN,ST,MANCHESTER ST,SHOTWELL ST,0,,,,,,,,"MULTILINESTRING ((-122.41416 37.74509, -122.41491 37.74504))"
12235000,STONEYBROOK,AVE,CAMBRIDGE ST,GLADSTONE DR,0,,,,,,,,"MULTILINESTRING ((-122.42174 37.73108, -122.42171 37.730896, -122.42173 37.73051, -122.42177 37.730194, -122.4219 37.729893, -122.42212 37.729584, -122.42249 37.729256))"
12234000,STONEYBROOK,AVE,ALEMANY BLVD,CAMBRIDGE ST,0,,,,,,,,"MULTILINESTRING ((-122.421715 37.731346, -122.42174 37.73108))"
12236000,STONEYFORD,AVE,CAMBRIDGE ST,GLADSTONE DR,0,,,,,,,,"MULTILINESTRING ((-122.42093 37.731304, -122.42095 37.73067, -122.421005 37.73023, -122.421074 37.72997, -122.42117 37.72974, -122.421425 37.729305))"
19734000,STOREY,AVE,RALSTON AVE,STONE ST,0,,,,,,,,"MULTILINESTRING ((-122.47315 37.803234, -122.4742 37.80381, -122.47468 37.804043))"
19731000,STOREY,AVE,ROD RD,RUCKMAN AVE,0,,,,,,,,"MULTILINESTRING ((-122.47043 37.801872, -122.47084 37.80206))"
19729000,STOREY,AVE,ROD RD,APPLETON ST,0,,,,,,,,"MULTILINESTRING ((-122.46958 37.800964, -122.4698 37.80097, -122.469894 37.80099))"
19728000,STOREY,AVE,LINCOLN BLVD,ROD RD,0,,,,,,,,"MULTILINESTRING ((-122.46914 37.800945, -122.46934 37.800953, -122.46958 37.800964))"
19730000,STOREY,AVE,APPLETON ST,ROD RD,0,,,,,,,,"MULTILINESTRING ((-122.469894 37.80099, -122.47005 37.801094, -122.47016 37.8013, -122.47024 37.801544, -122.470314 37.801773, -122.47043 37.801872))"
19733000,STOREY,AVE,BATTERY WAGNER RD,RALSTON AVE,0,,,,,,,,"MULTILINESTRING ((-122.47097 37.80232, -122.47104 37.80251, -122.47107 37.8027, -122.471085 37.802822, -122.47112 37.802902, -122.47124 37.803024, -122.47161 37.803146, -122.47202 37.80324, -122.472336 37.803314, -122.47261 37.80333, -122.47285 37.803307, -122.47315 37.803234))"
19735000,STOREY,AVE,STONE ST,LINCOLN BLVD,0,,,,,,,,"MULTILINESTRING ((-122.47468 37.804043, -122.47483 37.80413, -122.475235 37.804333, -122.47539 37.80439, -122.47564 37.804436))"
19732000,STOREY,AVE,RUCKMAN AVE,BATTERY WAGNER RD,0,,,,,,,,"MULTILINESTRING ((-122.47084 37.80206, -122.470924 37.802193, -122.47097 37.80232))"
12237000,STORRIE,ST,MARKET ST,18TH ST,0,,,,,,,,"MULTILINESTRING ((-122.44024 37.761044, -122.44082 37.760643, -122.44092 37.760525))"
12240000,STOW LAKE,DR,MARTIN LUTHER KING JR DR,STOW LAKE DR,0,,,,,,,,"MULTILINESTRING ((-122.47327 37.76705, -122.47363 37.767185, -122.47381 37.767277, -122.474 37.76732, -122.47419 37.76732, -122.474396 37.767284, -122.47462 37.76728, -122.47488 37.767307, -122.47534 37.767365, -122.47591 37.767433, -122.47618 37.767452, -122.47656 37.767445, -122.47688 37.767414, -122.477036 37.767395, -122.47718 37.767418, -122.477295 37.767464, -122.47743 37.76758, -122.477554 37.7678, -122.47761 37.767998, -122.47761 37.768196, -122.47755 37.76841, -122.47746 37.768627, -122.47747 37.76889, -122.477554 37.769115, -122.477646 37.76929, -122.47774 37.7695, -122.47779 37.76975, -122.47779 37.77004, -122.47777 37.77028, -122.47774 37.770397, -122.477615 37.77054, -122.477516 37.77061, -122.47738 37.770653, -122.47726 37.770798, -122.47635 37.770966, -122.47613 37.77098))"
12238000,STOW LAKE,DR,JOHN F KENNEDY DR,STOW LAKE DR,0,,,,,,,,"MULTILINESTRING ((-122.47364 37.771152, -122.47404 37.771023, -122.47491 37.771053, -122.475075 37.771072, -122.47534 37.771137, -122.475586 37.771168, -122.47581 37.771133, -122.47602 37.771046, -122.47613 37.77098))"
12239000,STOW LAKE,DR,MARTIN LUTHER KING JR DR,STOW LAKE DR,0,,,,,,,,"MULTILINESTRING ((-122.47263 37.767532, -122.472755 37.76774, -122.47274 37.768093, -122.4727 37.76846, -122.47264 37.768623, -122.472534 37.76877, -122.472275 37.76901, -122.47204 37.769173, -122.471825 37.769314, -122.47162 37.769413, -122.471436 37.769547, -122.4714 37.769688, -122.47145 37.769802, -122.471596 37.769855, -122.47182 37.769836, -122.4722 37.76975, -122.47268 37.769688, -122.47318 37.76963, -122.473724 37.769524, -122.473915 37.769505, -122.47415 37.76953, -122.47452 37.769634, -122.47467 37.76972, -122.475075 37.76998, -122.47525 37.770058, -122.47549 37.77012, -122.475914 37.77018, -122.47617 37.770245, -122.47627 37.770348, -122.4763 37.7705, -122.47628 37.77066, -122.47619 37.770874, -122.47613 37.77098))"
12245000,STRATFORD,DR,JUNIPERO SERRA BLVD,JUNIPERO SERRA BLVD,0,,,,,,,,"MULTILINESTRING ((-122.47259 37.71857, -122.472786 37.718765))"
12244000,STRATFORD,DR,BANBURY DR,JUNIPERO SERRA BLVD,0,,,,,,,,"MULTILINESTRING ((-122.473595 37.719975, -122.473564 37.71971, -122.47336 37.71934, -122.472786 37.718765))"
12243000,STRATFORD,DR,HOLLOWAY AVE,BANBURY DR,0,,,,,,,,"MULTILINESTRING ((-122.473656 37.721363, -122.47362 37.720173, -122.473595 37.719975))"
12241000,STRATFORD,DR,LYNDHURST DR,WYTON LN,0,,,,,,,,"MULTILINESTRING ((-122.47341 37.724583, -122.47338 37.72366, -122.47341 37.723015))"
12242000,STRATFORD,DR,WYTON LN,HOLLOWAY AVE,0,,,,,,,,"MULTILINESTRING ((-122.47341 37.723015, -122.47353 37.72229, -122.473656 37.721363))"
12249000,SUMMIT,ST,MONTANA ST,THRIFT ST,0,,,,,,,,"MULTILINESTRING ((-122.45414 37.71687, -122.4545 37.717484))"
12247000,SUMMIT,ST,MINERVA ST,MARGARET AVE,0,,,,,,,,"MULTILINESTRING ((-122.4535 37.71579, -122.45369 37.716103))"
12246000,SUMMIT,ST,MAJESTIC AVE,MINERVA ST,0,,,,,,,,"MULTILINESTRING ((-122.45315 37.715466, -122.4535 37.71579))"
12248000,SUMMIT,ST,MARGARET AVE,MONTANA ST,0,,,,,,,,"MULTILINESTRING ((-122.45369 37.716103, -122.45414 37.71687))"
12250000,SUMMIT,ST,THRIFT ST,LAKEVIEW AVE,0,,,,,,,,"MULTILINESTRING ((-122.4545 37.717484, -122.45454 37.717663, -122.454216 37.71804, -122.45407 37.71817))"
19736000,SUMNER,AVE,MACARTHUR AVE,PRESIDIO BLVD,0,,,,,,,,"MULTILINESTRING ((-122.454 37.797592, -122.4539 37.797535, -122.453804 37.797516, -122.45369 37.79755, -122.45362 37.797615, -122.453545 37.797703, -122.45349 37.797783, -122.45342 37.797966, -122.453384 37.798088, -122.45328 37.798267, -122.453186 37.79837, -122.45304 37.79845, -122.45283 37.79849, -122.45258 37.798454, -122.452415 37.798386, -122.45221 37.798252, -122.452034 37.7981, -122.45188 37.797928, -122.451805 37.797802, -122.45175 37.79767, -122.45174 37.79744, -122.45182 37.797237, -122.45206 37.79691, -122.452095 37.79682, -122.452034 37.79649, -122.451614 37.796562))"
12251000,SUMNER,ST,HOWARD ST,CLEMENTINA ST,0,,,,,,,,"MULTILINESTRING ((-122.411 37.776684, -122.40998 37.77589))"
12252000,SUNBEAM,LN,JUNIOR TER,CAYUGA AVE,0,,,,,,,,"MULTILINESTRING ((-122.44042 37.72012, -122.44048 37.72009, -122.44064 37.72006, -122.44086 37.720135, -122.44093 37.72018))"
12253000,SUNGLOW,LN,GLADSTONE DR,SILVER AVE,0,,,,,,,,"MULTILINESTRING ((-122.42055 37.72938, -122.42057 37.729298, -122.42041 37.729275, -122.420555 37.729008, -122.42052 37.728924))"
12265000,SUNNYDALE,AVE,GARRISON AVE,SAWYER ST,0,,,,,,,,"MULTILINESTRING ((-122.41287 37.711033, -122.41507 37.71165))"
12263000,SUNNYDALE,AVE,SCHWERIN ST,REY ST,0,,,,,,,,"MULTILINESTRING ((-122.41134 37.710598, -122.41227 37.71086))"
12260000,SUNNYDALE,AVE,RUTLAND ST,CORA ST,15,YES,,,,,,,"MULTILINESTRING ((-122.40862 37.70984, -122.40957 37.710106))"
12267000,SUNNYDALE,AVE,HAHN ST,SANTOS ST,0,,,,,,,,"MULTILINESTRING ((-122.415985 37.71191, -122.416725 37.712112, -122.417564 37.712296, -122.418015 37.71233, -122.418274 37.712345))"
12256000,SUNNYDALE,AVE,DESMOND ST,DESMOND ST,0,,,,,,,,"MULTILINESTRING ((-122.40597 37.709095, -122.40621 37.709164))"
12264000,SUNNYDALE,AVE,REY ST,GARRISON AVE,0,,,,,,,,"MULTILINESTRING ((-122.41227 37.71086, -122.41287 37.711033))"
12261000,SUNNYDALE,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.40957 37.710106, -122.41043 37.710346))"
12266000,SUNNYDALE,AVE,SAWYER ST,HAHN ST,0,,,,,,,,"MULTILINESTRING ((-122.41507 37.71165, -122.415985 37.71191))"
12254000,SUNNYDALE,AVE,START: 250-299 BLOCK,BAY SHORE BLVD,0,,,,,,,,"MULTILINESTRING ((-122.40402 37.70855, -122.4051 37.708847))"
12257000,SUNNYDALE,AVE,DESMOND ST,TALBERT ST,0,,,,,,,,"MULTILINESTRING ((-122.40621 37.709164, -122.40685 37.709343))"
12269000,SUNNYDALE,AVE,SUNNYDALE AVE,MANSELL ST,35,,,,,,,,"MULTILINESTRING ((-122.42371 37.71406, -122.42399 37.714138, -122.42441 37.71428, -122.42474 37.71443, -122.42505 37.71463, -122.42528 37.714817, -122.42552 37.715096, -122.42628 37.71627, -122.426384 37.716507, -122.42643 37.716812, -122.42638 37.717102, -122.42582 37.718273))"
12259000,SUNNYDALE,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.40772 37.709583, -122.40862 37.70984))"
12255000,SUNNYDALE,AVE,BAY SHORE BLVD,DESMOND ST,0,,,,,,,,"MULTILINESTRING ((-122.4051 37.708847, -122.40597 37.709095))"
12258000,SUNNYDALE,AVE,TALBERT ST,PEABODY ST,0,,,,,,,,"MULTILINESTRING ((-122.40685 37.709343, -122.40772 37.709583))"
12262000,SUNNYDALE,AVE,DELTA ST,SCHWERIN ST,0,,,,,,,,"MULTILINESTRING ((-122.41043 37.710346, -122.41134 37.710598))"
12261000,SUNNYDALE,AVE,CORA ST,DELTA ST,15,YES,,,,,,,"MULTILINESTRING ((-122.40957 37.710106, -122.41043 37.710346))"
12260000,SUNNYDALE,AVE,,,15,YES,,,,,,,"MULTILINESTRING ((-122.40862 37.70984, -122.40957 37.710106))"
12268000,SUNNYDALE,AVE,SANTOS ST,SUNNYDALE AVE,25,,,,,,I,20-01420,"MULTILINESTRING ((-122.418274 37.712345, -122.4186 37.712524, -122.41893 37.712654, -122.42106 37.71324, -122.42178 37.71353, -122.42204 37.7136, -122.42371 37.71406))"
12259000,SUNNYDALE,AVE,PEABODY ST,RUTLAND ST,15,YES,,,,,,,"MULTILINESTRING ((-122.40772 37.709583, -122.40862 37.70984))"
12270000,SUNRISE,WAY,START: 324-399 BLOCK,SAWYER ST,0,,,,,,,,"MULTILINESTRING ((-122.415504 37.709576, -122.41594 37.70969))"
12271000,SUNRISE,WAY,SAWYER ST,HAHN ST,0,,,,,,,,"MULTILINESTRING ((-122.41594 37.70969, -122.41687 37.709946))"
12272000,SUNRISE,WAY,HAHN ST,END: 451-499 BLOCK,0,,,,,,,,"MULTILINESTRING ((-122.41687 37.709946, -122.41722 37.710052))"
12285101,SUNSET,BLVD,SANTIAGO ST,TARAVAL ST,30,,,,,,,,"MULTILINESTRING ((-122.49456 37.744087, -122.49448 37.74398, -122.49436 37.742332, -122.49443 37.74222))"
12278201,SUNSET,BLVD,LAWTON ST,MORAGA ST,30,,,,,,,,"MULTILINESTRING ((-122.495476 37.757133, -122.495544 37.757023, -122.49543 37.75538, -122.495346 37.755272))"
12281201,SUNSET,BLVD,ORTEGA ST,PACHECO ST,30,,,,,,,,"MULTILINESTRING ((-122.49509 37.75154, -122.495155 37.751427, -122.49504 37.749783, -122.49496 37.74968))"
12274000,SUNSET,BLVD,37TH AVE,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.49649 37.763977, -122.496185 37.763573, -122.49605 37.76323, -122.49601 37.763, -122.495995 37.76283, -122.495865 37.76273))"
12284201,SUNSET,BLVD,RIVERA ST,SANTIAGO ST,30,,,,,,,,"MULTILINESTRING ((-122.49469 37.745945, -122.49476 37.745872, -122.494644 37.744194, -122.49456 37.744087))"
12289103,SUNSET,BLVD,SUNSET BLVD ON RAMP,SUNSET BLVD OFF RAMP,30,,,,,,,,"MULTILINESTRING ((-122.49371 37.733112, -122.49366 37.732376))"
12289201,SUNSET,BLVD,WAWONA ST,YORBA ST,30,,,,,,,,"MULTILINESTRING ((-122.49404 37.73663, -122.49411 37.736553, -122.494 37.73502))"
12277101,SUNSET,BLVD,KIRKHAM ST,LAWTON ST,30,,,,,,,,"MULTILINESTRING ((-122.495605 37.759, -122.49567 37.758926, -122.49555 37.7572, -122.495476 37.757133))"
12283101,SUNSET,BLVD,QUINTARA ST,RIVERA ST,30,,,,,,,,"MULTILINESTRING ((-122.49483 37.74781, -122.494736 37.747707, -122.49462 37.74606, -122.49469 37.745945))"
12283201,SUNSET,BLVD,QUINTARA ST,RIVERA ST,30,,,,,,,,"MULTILINESTRING ((-122.49483 37.74781, -122.49489 37.7477, -122.494774 37.74605, -122.49469 37.745945))"
12277201,SUNSET,BLVD,KIRKHAM ST,LAWTON ST,30,,,,,,,,"MULTILINESTRING ((-122.495605 37.759, -122.49553 37.75893, -122.49541 37.757206, -122.495476 37.757133))"
12278101,SUNSET,BLVD,LAWTON ST,MORAGA ST,30,,,,,,,,"MULTILINESTRING ((-122.495476 37.757133, -122.49539 37.75703, -122.49528 37.755386, -122.495346 37.755272))"
12287101,SUNSET,BLVD,ULLOA ST,VICENTE ST,30,,,,,,,,"MULTILINESTRING ((-122.4943 37.740353, -122.494225 37.740288, -122.4941 37.738594, -122.49417 37.73849))"
12289104,SUNSET,BLVD,SUNSET BLVD OFF RAMP,OCEAN AVE,30,,,,,,,,"MULTILINESTRING ((-122.49366 37.732376, -122.49363 37.732002, -122.493706 37.731903))"
12289101,SUNSET,BLVD,WAWONA ST,YORBA ST,30,,,,,,,,"MULTILINESTRING ((-122.49404 37.73663, -122.49396 37.736557, -122.49384 37.735023))"
12286201,SUNSET,BLVD,TARAVAL ST,ULLOA ST,30,,,,,,,,"MULTILINESTRING ((-122.49443 37.74222, -122.4945 37.742107, -122.49438 37.740437, -122.4943 37.740353))"
12273201,SUNSET,BLVD,MARTIN LUTHER KING JR DR,IRVING ST,30,,,,,,,,"MULTILINESTRING ((-122.49605 37.765457, -122.49612 37.76537, -122.49595 37.76283, -122.495865 37.76273))"
12289203,SUNSET,BLVD,SUNSET BLVD OFF RAMP,SUNSET BLVD ON RAMP,30,,,,,,,,"MULTILINESTRING ((-122.493866 37.733124, -122.49381 37.73237))"
12281101,SUNSET,BLVD,ORTEGA ST,PACHECO ST,30,,,,,,,,"MULTILINESTRING ((-122.49509 37.75154, -122.494995 37.751434, -122.49488 37.749783, -122.49496 37.74968))"
12279101,SUNSET,BLVD,MORAGA ST,NORIEGA ST,30,,,,,,,,"MULTILINESTRING ((-122.495346 37.755272, -122.49526 37.75522, -122.49514 37.753544, -122.49522 37.75341))"
12284101,SUNSET,BLVD,RIVERA ST,SANTIAGO ST,30,,,,,,,,"MULTILINESTRING ((-122.49469 37.745945, -122.49461 37.74588, -122.49449 37.7442, -122.49456 37.744087))"
12275201,SUNSET,BLVD,IRVING ST,JUDAH ST,30,,,,,,,,"MULTILINESTRING ((-122.495865 37.76273, -122.49593 37.762623, -122.49582 37.76097, -122.495735 37.760868))"
12279201,SUNSET,BLVD,MORAGA ST,NORIEGA ST,30,,,,,,,,"MULTILINESTRING ((-122.495346 37.755272, -122.49542 37.755207, -122.4953 37.753536, -122.49522 37.75341))"
12289204,SUNSET,BLVD,SUNSET BLVD ON RAMP,OCEAN AVE,30,,,,,,,,"MULTILINESTRING ((-122.49381 37.73237, -122.49379 37.73201, -122.493706 37.731903))"
12280101,SUNSET,BLVD,NORIEGA ST,ORTEGA ST,30,,,,,,,,"MULTILINESTRING ((-122.49522 37.75341, -122.495125 37.753284, -122.49501 37.75165, -122.49509 37.75154))"
12276201,SUNSET,BLVD,JUDAH ST,KIRKHAM ST,30,,,,,,,,"MULTILINESTRING ((-122.495735 37.760868, -122.49566 37.76076, -122.49554 37.759075, -122.495605 37.759))"
12276101,SUNSET,BLVD,JUDAH ST,KIRKHAM ST,30,,,,,,,,"MULTILINESTRING ((-122.495735 37.760868, -122.4958 37.760757, -122.49568 37.759068, -122.495605 37.759))"
12287201,SUNSET,BLVD,ULLOA ST,VICENTE ST,30,,,,,,,,"MULTILINESTRING ((-122.4943 37.740353, -122.49437 37.74028, -122.49425 37.73859, -122.49417 37.73849))"
12285201,SUNSET,BLVD,SANTIAGO ST,TARAVAL ST,30,,,,,,,,"MULTILINESTRING ((-122.49456 37.744087, -122.49463 37.743973, -122.494514 37.742325, -122.49443 37.74222))"
12288101,SUNSET,BLVD,VICENTE ST,WAWONA ST,30,,,,,,,,"MULTILINESTRING ((-122.49417 37.73849, -122.49409 37.738407, -122.49397 37.736713, -122.49404 37.73663))"
12288201,SUNSET,BLVD,VICENTE ST,WAWONA ST,30,,,,,,,,"MULTILINESTRING ((-122.49417 37.73849, -122.49423 37.738396, -122.49412 37.736706, -122.49404 37.73663))"
12289102,SUNSET,BLVD,YORBA ST,SUNSET BLVD ON RAMP,30,,,,,,,,"MULTILINESTRING ((-122.49384 37.735023, -122.49371 37.733112))"
12286101,SUNSET,BLVD,TARAVAL ST,ULLOA ST,30,,,,,,,,"MULTILINESTRING ((-122.49443 37.74222, -122.49435 37.742115, -122.49423 37.74044, -122.4943 37.740353))"
12289202,SUNSET,BLVD,YORBA ST,SUNSET BLVD OFF RAMP,30,,,,,,,,"MULTILINESTRING ((-122.494 37.73502, -122.493866 37.733124))"
12282101,SUNSET,BLVD,PACHECO ST,QUINTARA ST,30,,,,,,,,"MULTILINESTRING ((-122.49496 37.74968, -122.49487 37.749573, -122.49475 37.747925, -122.49483 37.74781))"
12989000,SUNSET,BLVD,36TH AVE,IRVING ST,0,,,,,,,,"MULTILINESTRING ((-122.49538 37.763386, -122.495735 37.76284, -122.495865 37.76273))"
12273101,SUNSET,BLVD,MARTIN LUTHER KING JR DR,IRVING ST,30,,,,,,,,"MULTILINESTRING ((-122.49605 37.765457, -122.49597 37.765377, -122.4958 37.76284, -122.495865 37.76273))"
12282201,SUNSET,BLVD,PACHECO ST,QUINTARA ST,30,,,,,,,,"MULTILINESTRING ((-122.49496 37.74968, -122.49502 37.74957, -122.49491 37.747917, -122.49483 37.74781))"
12275101,SUNSET,BLVD,IRVING ST,JUDAH ST,30,,,,,,,,"MULTILINESTRING ((-122.495865 37.76273, -122.49578 37.76263, -122.49567 37.76098, -122.495735 37.760868))"
12290201,SUNSET,BLVD,OCEAN AVE,LAKE MERCED BLVD,30,,,,,,,,"MULTILINESTRING ((-122.493706 37.731903, -122.493774 37.73179, -122.49364 37.72981, -122.49356 37.729645, -122.493454 37.72959))"
12290101,SUNSET,BLVD,OCEAN AVE,LAKE MERCED BLVD,30,,,,,,,,"MULTILINESTRING ((-122.493706 37.731903, -122.493614 37.731796, -122.49348 37.72977, -122.493454 37.72959))"
12280201,SUNSET,BLVD,NORIEGA ST,ORTEGA ST,30,,,,,,,,"MULTILINESTRING ((-122.49522 37.75341, -122.495285 37.753277, -122.49517 37.751644, -122.49509 37.75154))"
12292000,SUNSET BLVD OFF,RAMP,SLOAT BLVD,SUNSET BLVD,0,,,,,,,,"MULTILINESTRING ((-122.4924 37.733875, -122.49281 37.733654, -122.49295 37.733498, -122.49366 37.732376))"
12291000,SUNSET BLVD OFF,RAMP,SLOAT BLVD,SUNSET BLVD,0,,,,,,,,"MULTILINESTRING ((-122.49436 37.733784, -122.49448 37.733658, -122.494514 37.73353, -122.49445 37.733368, -122.49435 37.73322, -122.4942 37.73309, -122.494026 37.733036, -122.493866 37.733124))"
12293000,SUNSET BLVD ON,RAMP,SLOAT BLVD,SUNSET BLVD,0,,,,,,,,"MULTILINESTRING ((-122.493324 37.733833, -122.49314 37.733677, -122.49313 37.733494, -122.49322 37.73331, -122.49337 37.733128, -122.49354 37.733067, -122.49371 37.733112))"
12294000,SUNSET BLVD ON,RAMP,SLOAT BLVD,SUNSET BLVD,0,,,,,,,,"MULTILINESTRING ((-122.495255 37.73374, -122.49486 37.73357, -122.49466 37.733383, -122.49381 37.73237))"
12296000,SUNVIEW,WAY,START: 1-99 BLOCK,PORTOLA DR,0,,,,,,,,"MULTILINESTRING ((-122.44544 37.747334, -122.44618 37.747227, -122.446434 37.747242, -122.446976 37.74733, -122.447075 37.746853))"
12301000,SURREY,ST,LIPPARD AVE,OHLONE WAY,0,,,,,,,,"MULTILINESTRING ((-122.43507 37.735573, -122.43535 37.73569))"
12300000,SURREY,ST,THOR AVE,LIPPARD AVE,0,,,,,,,,"MULTILINESTRING ((-122.434975 37.735676, -122.43507 37.735573))"
12304000,SURREY,ST,SWISS AVE,CHENERY ST,0,,,,,,,,"MULTILINESTRING ((-122.437965 37.7358, -122.438644 37.7357, -122.438805 37.735664))"
